Časová značka,ID.dotaznik,ID.tazatel,ID.supervizor,Date,Incidence.number,A.1,A.2,A.3,B.1,B.2,B.3,B.4,B.5,B.5a,C.1,C.1a,C.1.1,C.1.2,D.1,D.1a,D.1.1,D.1.1a,D.1.2,D.1.3,D.1.4,E.1,E.1.1,E.1.2,E.1.2male,E.1.2female,E.1.3,E.1.3-8,E.1.4,E.1.5,E.1.5-1,F.1,F.1.1,F.1.2,F.1.3,G.1,G.1.1,G.2,G.2.1,G.2.2,G.2.3,G.2.3-15,H.1,H.2,H.2-2,H.3,H.4,H.5,H.6,prepsal,Type.of.incidence,A.2,A.3,B.1,B.2,B.3,B.4,B.5,B.5-answer,C.1,C.1-answer,C.1.1,C.1.2,D.1,D.1-answer,D.1.1,D.1.1-answer,D.1.2,D.1.3,D.1.4,E.1,E.1.1,E.1.2,E.1.3,E.1.4,E.1.4-answer,E.1.5,E.1.5-answer,F1.,F1.1,F.1.1-answer,F.1.2,F.1.3,G.1,G.1.1,G.2,G.2.1,G.2.1-answer,G.2.2,H.1,H.2,H.2-answer,H.3,H.4,H.5,H.6
20.7.2016 0:32:12,TBOC-65-1-31,VAKR,MARO,20.4.2016,1,18,"Mimo domov - vyloupeni bytu pres okno - zatimco rodina nebyla doma. Odcizili takrka vsechen nabytek. Respondent nechtel o pachatlech hovorit, ale znal je.",7,8,98,98,3,1,,1,Skoro cely byt byl vyloupen.,25000,7,2,,,,,,,99,99,99,,,99,,99,99,,2,,,,2,,2,,3,,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.7.2016 0:36:56,TBOC-65-1-31,VAKR,MARO,20.4.2016,2,11,"Zamestnavatele adekvatne nezaplatili - respondent mel napracovano vic hodin nez ostatni, presto mu agentura vyplatila o dost mene.",5,9,98,98,3,9,,1,Nevyplacena cela mzda,20000,6,2,,,,,,,99,99,99,,,99,,38,1,C,2,,,,2,,2,2,,2,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.7.2016 11:02:38,UVYA-857-2-23,ONPL,PEKU,25.5.2016,1,7,"Respondentka si vzala pujcku od pochybne firmy a oni potom chteli vratit vic, nez bylo ve smlouve. Udajne proto, ze neplatili.",7,14,98,98,1,7,,2,,,,2,,,,,,,1,2,2,,1,4,,1,1,C,2,,,,2,,2,2,,8,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.7.2016 14:38:01,PPAC-1116-1-56,PEKU,PEKU,23.5.2016,1,19,"Nekdo vlezl  do bytu oknem, chtel ukrast mobil a odesel dverma. Policistum rikal, ze ho poznal na uteku.",7,14,7,3,1,1,,2,,,,2,,,,,,,1,1,1,1,,2,,29,1,R,2,,,,2,,1,,,,,Vysetrovali to a postoupili to dal.,1,,1,1,1,3,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.7.2016 12:56:55,RROA-1221-1-42,BAME,BAME,23.6.2016,1,18,utrzena antena od auta,4,2,3,2,1,6,,1,antena,200,2,2,,,,,,,7,,,,,,,,,,2,,,,2,,2,,,2,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.7.2016 10:20:22,PPAD-576-1-54,PEKU,PEKU/LATO,25.5.2016,2,23,Pracovni vykoristovani -  Nekdo si ho najal na opravu strechy. Slibil 20 tisic a nic. Dal mu min.,3,3,98,98,1,9,,1,Slibil o 10 000 vetsi odmenu za praci.,10000,3,2,,,,,,,1,1,1,1,,6,,27,1,"C, bily",2,,,,2,,2,2,Zasmali se.,2,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.7.2016 10:31:28,PPAD-576-1-54,PEKU,PEKU/LATO,25.5.2016,1,9,V praci jim nadaval spolupracovnik do linych ciganu.,1,3,4,2,3,9,,2,,,,2,,,,,,,1,1,1,1,,6,,33,,,2,,,,1,Pry mu to rikal,2,2,To je furt,2,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.7.2016 10:57:03,PPAC-1117-2-34,KLVA,PEKU,25.5.2016,1,4,"Kradez kola z chodby, ale vedeli jsme, ze to byl soused, ktery ho pak vratil.",7,6,98,3,1,1,,1,Starsi kolo,500,7,2,,,,,,,1,1,1,1,,6,,29,1,C,2,,,,2,,2,3,,15 - naslo se.,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.7.2016 11:10:50,PPAA-1240-2-18,PEKU,PEKU,23.5.2016,1,7,Chtela si pujcit 1 000 Kc chteli zpatky 2 000 Kc.,5,8,98,98,1,7,,2,,,,2,,,,,,,1,1,1,,,5,,27,1,"C, bily",2,,,,2,,2,2,,2,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.7.2016 11:37:43,PMEA-X-1-15,ALBR,ALBR,9.5.2016,1,9,"Opili Cesi respondentovi na zabave nadavali do cikanu („cikani do plynu,” „jdete makat”)",7,5,98,4,3,7,,2,,,,2,,,,,,,1,1,1,1,,6,,1,1,C,2,,,,2,,1,,,,,"Na stanici nahlasili, neresili nic, vzali si OP a poslali je pryc.",2,,4,3,3,7,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.7.2016 11:56:25,PMEA-X-2-40,ALBR,ALBR,9.5.2016,1,13,Vymahani ze strany exekutora Vrany (aby zaplatila dluh).,7,5,98,98,1,21,pres telefon,2,,,,2,,,,,,,1,1,1,1,,98,,41,1,C,2,,,,2,,2,2,,Nemela dukaz,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.7.2016 14:53:46,PMEA-X-1-47,JACI,ONPL,9.5.2016,1,22,"Spali, parkovali na ulici, zapalili jim auto.",7,4,6,6,1,7,,1,Zapalene auto,40000,3,2,,,,,,,7,,,,,,,,,,2,,,,2,,1,,,,,Byli ochotni.,1,,1,3,3,1,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.7.2016 15:08:53,PMEA-X-2-29,JACI,ONPL,9.5.2016,1,22,"Poradne nic nevi - matka ji oznamila, ze ko podpalili auto.",7,4,6,6,1,7,,1,Zapalene auto.,4000,7,2,,,,,,,7,,,,,,,,,,2,,,,1,,1,,,,,,1,,1,4,4,5,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.7.2016 15:58:31,PMEA-X-1-18,ONPL,ONPL,9.5.2016,1,22,Strejdovo auto bylo podpaleno.,7,4,7,6,1,6,,1,Shorelo auto + pneumatika.,100000,7,2,,,,,,,7,,,,,,,,,,2,,,,1,,1,,,,,"Vysetruje. Maji podezreleho. Ani poradne nevysvetlili, jak budou postupovat. Zatim neinformovali o vysledku.",1,,1,3,3,5,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.7.2016 16:01:53,PMEA-X-1-18,ONPL,ONPL,9.5.2016,2,13,"Respondentovi nadavaji a urazi ho, napriklad na hristi (napr. spino, cikane).",7,6,6,98,1,7,,2,,,,2,,,,,,,3,1,1,3,,5,,1,1,Bili,2,,,,1,,2,2,"Nic, byli nervozni.",2,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.7.2016 16:46:54,PMEA-X-2-15,ONPL,ONPL,9.5.2016,1,4,Bratrovi bylo z domu (odemceneho) ukradeno kolo.,6,6,98,6,1,1,,1,Ukradene kolo.,3000,1,2,,,,,,,7,,,,,,,,,,2,,,,2,,2,3,,16,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.7.2016 16:50:05,PMEA-X-2-15,ONPL,ONPL,9.5.2016,2,13,"Kamaradky ji soustavne ponizovaly a rikaly ji, ze je tlusta.",5,3,7,4,1,7,,2,,,,2,,,,,,,1,2,2,,1,2,,26,1,R,2,,,,2,,2,3,,2,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.7.2016 16:52:23,PMEA-X-2-15,ONPL,ONPL,9.5.2016,3,21,Kluci ji nabizeli marihuanu.,3,12,98,98,1,7,,2,,,,2,,,,,,,2,1,1,2,,3,,25,1,R,2,,,,2,,2,3,,2,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.7.2016 20:17:38,PKOD-X-1-61,ALBR,ALBR,9.5.2016,1,3,"Soused - chlap propusteny z basy, ukradl auto pred domem - pachatel chtel, aby ho respondent odvezl za zenou, kdyz odmitl, pachatel vzal auto i papiry (doklady z domu). Dostal za  to verejne prace. Pachatel poskodil auto (jezdil po poli) - poskozeny nemel na auto pojistku, takze nedostal nic, zadne odskodne za skodu na aute.",7,15,98,4,1,1,,1,Poskozene auto,30000,7,2,,,,,,,1,1,1,1,,6,,25;27,1,C,2,,,,2,,1,,,,,"Nahlasili kradez, policiste vedeli, ze pachatel ukradl i benzin (z benzinky, natankoval a ujel), hledali hned auto i zlodeje, nasli ho v Prostejove.",1,,4,1,1,1,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.7.2016 21:21:13,PKO-X-1-28,VAWA,ONPL,18.4.2016,1,20,"Vi, ze ma penize, je taky Rom, ale Romy nema rad, protoze ma penize. Vzali do kruhu, on rekl, at se ztrati. Videli, ze se postavil, tak odesli nakonec.",5,4,98,2,1,7,,2,,,,2,,,,,,,4,1,1,4,,8,od 20 do 28,1,,,2,,,,2,,2,2,,2,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.7.2016 21:26:18,PKO-X-1-28,VAWA,ONPL,18.4.2016,2,5,"Kradez mobilu v herne, nekdo ho ukradl ze stolu.",4,98,5,6,1,16,,1,"Koupil si novy telefon, 4 500 Kc.",3000,6,2,,,,,,,1,1,1,1,,3,,1,1,C (R),2,,,,2,,1,,,,,"Hned to resili, patrali, ale nenasli.",1,,1,1,3,7,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.7.2016 21:30:45,PKO-X-1-28,VAWA,ONPL,18.4.2016,3,19,"Pujcit penize pod natlakem, zduchani u toho, hrozba nasilim, bylo to na ulici. On rekl, at pockaji, ale on se nevratil. Pak to vyjednali.",5,3,5,5,1,7,,2,,,,2,,,,,,,2,1,1,2,,8,Od 20 do 30 let,1,99,,2,,,,2,,2,2,,3,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.7.2016 21:35:06,PKO-X-1-28,VAWA,ONPL,18.4.2016,4,14,"Porad ho obtezovala jedna zena, at otevre. On delal, ze neni doma. Ona vsak cekala a obtezovala. Delala nabidky, vysvlekla se. On at se oblece. To se delo casto, nevi proc.",5,10,98,5,1,1,,2,,,,2,,,,,,,1,2,2,,1,3,,28,1,C,2,,,,2,,2,2,,11,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.7.2016 21:38:58,PKO-X-1-28,VAWA,ONPL,18.4.2016,5,13,"Obtezovali ho v baraku, byli uvnitr bytu, oblbovali ho, on je nemohl dostat ven, on utekl z baraku pro jeho kamarady a vykopli je ven.",6,6,98,4,1,1,,2,,,,2,,,,,,,2,1,1,2,,8,Od 20 do 30 let,1,1,R,2,,,,2,,2,2,,6,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.7.2016 21:46:47,PKO-X-1-28,VAWA,ONPL,18.4.2016,6,11,"Chteli prodat na barak materialy, ale on poznal, ze chteji jen penize dopredu -> od mistnich zjistil, ze ho chteji podelat. Oni mu nedavali pokoj, sli vtirave za tim, opakovane.",7,98,98,5,1,1,,2,,,,2,,,,,,,3,1,1,3,,4,,1,,,2,,,,2,,2,2,,3,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.7.2016 1:02:16,PKOB-815-1-22,ALBR,ALBR,18.4.2016,1,4,Ukradli kolo i se zamkem (ze sopy).,7,4,5,6,1,1,,1,Nove kolo + zamek,5000,7,2,,,,,,,7,,,,,,,,,,1,98,2,1,2,,2,2,Nijak,2,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.7.2016 1:06:47,PKOB-815-1-22,ALBR,ALBR,18.4.2016,2,1,"Spory v okoli bydliste ze strany cizich (v opilosti), vyustilo v potycku.",7,98,98,3,1,6,,2,,,,1,"Otres mozku, modriny",1,,4,3,5,5,1,1,,5+,5,,1,1,Madarsti R,1,7;14 (zelezn sekyra),1,1,2,,2,2,,6,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.7.2016 1:12:12,PKOB-815-1-22,ALBR,ALBR,18.4.2016,3,19,Lichva - vyhrozovani pri placeni splatek.,7,5,98,98,1,7,,2,,,,2,,,,,,,1,1,1,1,,4,,1,1,R,1,13,1,2,2,,2,3,,7,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.7.2016 1:14:36,PKOB-815-1-22,ALBR,ALBR,18.4.2016,4,21,Nabizeni pervitinu na ulici (od fetaka).,7,4,98,5,1,7,,2,,,,2,,,,,,,1,1,1,1,,3,,1,1,C,2,,,,2,,2,3,,2,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.7.2016 1:17:07,PKOB-815-1-22,ALBR,ALBR,18.4.2016,5,12,"Vecer slo slyset rany, nekdo se snazil vypacit zamek.",7,2,98,1,1,1,,1,Vymena zamku,300,7,2,,,,,,,7,,,,,,,,,,2,,,,2,,2,2,Nijak,2,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.7.2016 1:21:44,PKOB-815-1-22,ALBR,ALBR,18.4.2016,6,9,"Nadavali mu na ulici, v hospode (lidi).",7,98,98,98,1,7,,2,,,,2,,,,,,,6,1,3,,,98,,1,1,C,2,,,,1,Nadavali mu do cikanu.,2,2,,6,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.7.2016 12:40:35,PKO-X-2-23,VAWA,ALBR,18.4.2016,1,3,Kradez penezenky z kocarku v Albertu,4,3,98,2,1,17,,1,Penize + penezenka,1500,4,2,,,,,,,7,,,,,,,,,,2,,,,2,,1,3,,,,"Sli a divali se na kamerovy zaznam, odlozeno.",1,,1,3,3,4,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.7.2016 12:43:33,PKO-X-2-23,ALBR,ALBR,18.4.2016,2,17,Zniceni vstupnich dveri,4,3,98,5,1,1,,1,Rozbite dvere,0,4,2,,,,,,,1,1,1,1,,4,,8,1,C,2,,,,2,,2,3,,5,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.7.2016 13:04:18,PKOD-X-2-44,ALBR,ALBR,18.4.2016,1,14,"Po Dusickach cekala s detmi na nadrazi a nabizeli 5 000 Kc za sex, mela strach, schovala se dovnitr, ale dal ji i pred detmi obtezovali.",7,11,5,5,2,13,,2,,,,2,,,,,,,2,1,1,2,,4,,1,1,C,2,,,,2,,2,2,Nijak,2,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.7.2016 14:07:39,PKOB-X-2-24,ALBR,ALBR,18.4.2016,1,4,"Z dvora ukradli kolo, 3 neznami mladi kluci.",7,98,98,3,1,1,,1,Odcizene nove kolo,2000,7,2,,,,,,,3,1,1,3,,3,,98,98,,2,,,,2,,1,,,,,"Neprijali hlaseni, protoze probehlo pozde - 3. den po udalosti.",2,Pozdni nahlaseni,3,3,3,5,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.7.2016 14:11:32,PKOB-X-2-24,ALBR,ALBR,18.4.2016,2,5,"Ukradli kabelku s doklady, penezma - na ulici po brani davek (zrejme si pachatel respondentku vytipoval).",7,98,98,3,1,7,,1,"Penize, telefon, rodny list, dalsi doklady.",10000,7,2,,,,,,,7,,,,,,,,,,2,,,,2,,1,,,,,Zapsali a neresili.,2,Nevi,3,3,3,5,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.7.2016 14:28:40,PKOB-816-1-21,ONPL,ONPL,18.4.2016,1,4,Ukradli mu kolo (1 000 Kc).,4,5,2,6,1,1,,1,Kolo,1000,4,2,,,,,,,7,,,,,,,,,,2,,,,2,,2,,,16,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.7.2016 15:45:34,PKOB-818-1-50,VAWA,ONPL,18.4.2016,1,4,Nekdo ukradl kolo pred barakem.,1,9,98,1,1,6,,1,Kradez kola,5000,1,2,,,,,,,7,,,,,,,,,,2,,,,2,,2,2,Nijak,2,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.7.2016 15:48:56,PKOB-818-1-50,VAWA,ONPL,18.4.2016,2,17,Propichana kola u osobniho auta.,1,2,98,6,1,6,,1,Nove pneumatiky,1000,1,2,,,,,,,7,,,,,,,,,,1,7,2,1,2,,2,2,Nijak,2,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.7.2016 15:54:01,PKOB-818-1-50,VAWA,ONPL,18.4.2016,3,9,"Kluci sli z hospody, on sel do mesta, rasisticke nadavky („Hitlera na tebe”) a vyhrozovali nasilim - v Kojetine na ulici.",4,7,98,5,1,7,,2,,,,2,,,,,,,5,1,1,8,,8,Od 30 do 40 let,1;30,,,2,,,,1,Nadavky,2,3,,1,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.7.2016 16:10:31,PKO-X-2-15,ONPL,ONPL,18.4.2016,1,6,Ukradene disky z auta (nove).,5,12,98,6,1,6,,1,Disky na kola auta,5000,4,2,,,,,,,7,,,,,,,,,,2,,,,2,,2,2,,7,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.7.2016 16:13:33,PKO-X-2-15,ONPL,ONPL,18.4.2016,2,5,"V mestkem sale v Luziticich - karneval pro deti, doslo k odcizeni smartphonu.",4,12,7,4,2,15,,1,Mobilni telefon,4000,6,2,,,,,,,1,2,2,,1,2,,1,,,2,,,,2,,1,,,,,,1,,2,3,3,3,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.7.2016 16:17:54,PKO-X-2-15,ONPL,ONPL,18.4.2016,3,21,Nabizeli ji opakovane marihuanu.,1,1,98,98,3,10,,2,,,,2,,,,,,,3,1,1,3,,2,,25,1,R,2,,,,2,,2,,,2,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.7.2016 16:36:44,PKOE-X-2-57,ONPL,ONPL,18.4.2016,1,9,Pan nadaval respondentce „cerna huba”.,7,12,98,3,1,6,,2,,,,2,,,,,,,4,1,1,1,,4,,1,,,2,,,,1,Nadavka,2,2,,7,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.7.2016 17:10:12,PKOA-80-1-40,ONPL,ONPL,18.4.2016,1,17,Ponicena brana + poskozene zamky v pruchodu. Resila to MP.,2,10,98,6,1,6,,2,,,,2,,,,,,,7,,,,,,,,,,2,,,,2,,1,,,,,Opravili to hned.,1,,4,4,4,1,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.7.2016 17:19:09,PKOA-80-1-40,ONPL,ONPL,18.4.2016,2,20,"Ostatni obyvatele meli konflikt, prisli at zavolaji PCR. Oni je zavolali a potom jim vyhrozovali. Byli to spise mladsi, ti starsi se je snazili usmernovat.",3,12,98,5,1,6,,2,,,,2,,,,,,,5,3,3,,,3,,29,1,R,2,,,,2,,1,,,,,"Statni polocie rekla, ze to resit nebude, proto resi radsi mestkou policii.",2,,3,3,3,2,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.7.2016 17:22:13,PKOA-80-1-40,ONPL,ONPL,18.4.2016,3,20,"Opilecke reci, ja si na tebe pockam a tak. Jedna se o souseda, ktery pije a byva verbalne agresivni.",2,1,98,98,1,6,,2,,,,2,,,,,,,1,1,1,1,,5,,29,1,R,2,,,,2,,2,2,,2,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.7.2016 17:37:39,PKOB-X-1-39,ALBR,ALBR,18.4.2016,1,17,"V opilosti (blizka hospoda) - rozbite okno, dvere. Sousedi mu zavidi opraveny dum („cikan nemuze mit hezky barak”).",7,12,5,6,3,1,,1,Rozbite vyplne plastovych oken.,10000,7,2,,,,,,,5,1,1,10,,8,,29,1,C,1,15 - dlazebni kostky,2,1,1,Jediny dum Romu mezi bilymi - zavist (opraveny dum).,1,2,Nijak,,,"Pozdni prijezd, legitimovani poskozeneho.",2,Nic,3,3,3,7,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.7.2016 17:52:06,PKOC-899-1-39,VAWA,ALBR,18.4.2016,1,17,"Propichana kola na aute, vsechny ctyri.",7,11,5,6,1,6,,1,"Propichana kola od auta, skoda 5 000 Kc (odhad policie).",5000,7,2,,,,,,,7,,,,,,,,,,2,,,,1,"Cigan ma auto, zavist",1,2,,,,"Slusne se chovali, videli, ze je nasrany. Prisli, nafotili, jeho pani rekli, kdyz ji nahodne potkali, ze pripad odlozili.",2,"Jen vyfotili, nikoho se neptali, nic nezjistovali, nic nerikali.",4,3,3,5,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.7.2016 11:41:44,DNEA-13-2-42,ADLa,LATO,23.6.2016,1,14,"Nemec ji oslovil, ukazoval ji, at si k nemu sedne do auta, ze popojedou a zaplati ji za sex. Respondentka odmitla.",7,3,98,2,1,6,,2,,,,2,,,,,,,2,1,1,2,,6,,1,1,Nemci,2,,,,2,,2,2,,2,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.7.2016 12:16:50,DNEA-13-1-24,SIVA,LATO,23.6.2016,1,19,Nekdo se vloupal do garaze a ukradl pilu.,4,9,98,6,1,21,garaz,1,Ukradena pila,1500,1,2,,,,,,,7,,,,,,,,,,2,,,,2,,1,,,,,NA,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.7.2016 13:08:04,BBRA-227-2-65,TEDV,BAME,11.6.2016,1,5,Pri nakupu mi sahli do kabelky a ukradli mi duchod. Cely mesic jsem byla bez penez.,7,4,98,3,1,17,,1,Ukradene penize a doklady,4000,7,2,,,,,,,7,,,,,,,,,,2,,,,2,,1,1,"Drom - Pracovnic organizace mi vysala papir, ktery jsem odnesla na socialku a tam mi dali penize jen na vybaveni OP.",,,"Sepsali protokol a nic vic se nestalo, nesli se se mnou ani podivat na zaznam z kamery.",1,,4,3,3,6,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.7.2016 13:11:22,BBRA-227-2-65,TEDV,BAME,11.6.2016,2,11,"Pujcila jsem pred rokem pribuznym 2,5 tis. a doted mi nevratili ani korunu - vylakali ze me penize, hrali mi na city.",6,98,98,3,1,3,,1,Penize,2500,6,2,,,,,,,1,2,2,,1,5,,24,,,2,,,,2,,2,3,,10,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.7.2016 16:29:16,BBRG-149-2-63,VAWA,KATV,10.6.2016,1,23,"Pracovni vykoristovani -  Uklidova firma, majitel pozde platil, delo se to opakovane, pani to omezovalo a uvrhavalo ji to do financni tisne.",6,8,98,98,1,9,,2,,,,2,,,,,,,1,1,1,1,,5,,38,1,C,2,,,,2,,2,1,"Spolecny postup s kolegy v praci - spolecne vymahali, ale bez pravnika.",3;15 - ztrata prace + penez,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.7.2016 16:58:38,BBRA-227-1-66,VAWA,KATV,11.6.2016,1,18,"Vloupali se do kumbalu dole v prizemi, slouzi to jako sklep, oni rozmlatili cely dvere a vsechno bud ukradli nebo rozmlatili.",7,13,3,98,1,12,,1,"Ukradena kola, fritaky, vanocno ozdoby apod.",20000,7,2,,,,,,,7,,,,,,,,,,1,98,2,1,2,,2,2,,2;15 - bylo to nekolik dni potom,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.7.2016 17:02:07,BBRA-227-1-66,VAWA,KATV,11.6.2016,2,17,"Koupil v lednu nove auto, bylo urvane zpetne zrcatko.",4,7,3,6,1,6,,1,Nove zrcatko (kupoval stare),200,4,2,,,,,,,7,,,,,,,,,,1,98,2,1,2,,2,2,,2;7;15 - nevztahovala se na to pojistka,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.7.2016 17:06:13,BBRA-227-1-66,VAWA,KATV,11.6.2016,3,5,"Ukradeny mobil, vzal ho kamos, ktery byl u nich na navsteve, pry se dostal do krize a tak ho vzal.",7,7,98,4,1,1,,1,Ukradeny mobil,3000,7,2,,,,,,,1,1,1,1,,6,,25,1,R,2,,,,2,,1,2,,,,"Prisli sem, byli ochotni, le to je tak vse, slibili, ze se ozvou, ale neozvali se.",1,,4,4,4,4,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.7.2016 17:12:19,BBRA-227-1-66,VAWA,KATV,11.6.2016,4,11,"Jeden, ze pry prodaval mobil. Sel s nim, dal mu penize, on, at pocka, ze s nim hned prijde ze zastavarny, ale nevratil ho. Zacalo to u nej doma.",7,8,3,4,1,6,,1,Penize,400,4,2,,,,,,,1,1,1,1,,3,,27,1,R,2,,,,2,,2,1,"Otci pachatele - rikal, ze ho zmlati, ale nic vic, ani slib navraceni nebyl dodrzen.",15,"Otec slibil, ze to vrati.",,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
