Časová značka,ID.dotaznik,ID.tazatel,ID.supervizor,Date,Incidence.number,A.1,A.2,A.3,B.1,B.2,B.3,B.4,B.5,B.5a,C.1,C.1a,C.1.1,C.1.2,D.1,D.1a,D.1.1,D.1.1a,D.1.2,D.1.3,D.1.4,E.1,E.1.1,E.1.2,E.1.2male,E.1.2female,E.1.3,E.1.3-8,E.1.4,E.1.5,E.1.5-1,F.1,F.1.1,F.1.2,F.1.3,G.1,G.1.1,G.2,G.2.1,G.2.2,G.2.3,G.2.3-15,H.1,H.2,H.2-2,H.3,H.4,H.5,H.6,prepsal,Type.of.incidence,A.2,A.3,B.1,B.2,B.3,B.4,B.5,B.5-answer,C.1,C.1-answer,C.1.1,C.1.2,D.1,D.1-answer,D.1.1,D.1.1-answer,D.1.2,D.1.3,D.1.4,E.1,E.1.1,E.1.2,E.1.3,E.1.4,E.1.4-answer,E.1.5,E.1.5-answer,F1.,F1.1,F.1.1-answer,F.1.2,F.1.3,G.1,G.1.1,G.2,G.2.1,G.2.1-answer,G.2.2,H.1,H.2,H.2-answer,H.3,H.4,H.5,H.6
31.7.2016 23:23:57,VVYA-587-2-29,PEKU,KATV,12.6.2016,1,20,Syn byl venku s ostatnimi z domu. Zacli se postuchovat a syn rozbil bryle kamaradovi. A jeho matka pozaduje vic.,7,16,98,4,1,6,,2,,,,2,,,,,,,1,2,2,,1,5,,30,1,R,2,,,,2,,1,,,,,Snazili se ji pomoct.,1,,4,1,3,5,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.7.2016 23:30:03,VVYA-587-2-29,PEKU,KATV,12.6.2016,2,7,"Byla ve financni tisni, tak si pujcila ze 2 na 3. Platila po pul roce.",1,98,98,98,1,5,,2,,,,2,,,,,,,1,1,1,1,,5,,27,,,2,,,,2,,2,,,2,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.7.2016 23:45:41,VVYA-587-1-21,PEKU,KATV,12.6.2016,1,20,"Napadl ho kamos, ciziho chlapa a vyhrozoval mu.",4,2,5,5,1,7,,2,,,,2,,,,,,,1,1,1,1,,98,,1,1,Bily,2,,,,2,,2,,,9,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.7.2016 23:56:29,VVYA-587-1-55,VAWA,KATV,12.6.2016,1,20,"Verbalni napadeno nebo zduchani od opilcu. On sel kolem a bez duvodu jej ohrozovali. On sedel nebo je odstrcil a vyresil to, mj. diky sve velke postave. Je silne proti alkoholismu a podpory alkoholu statem.",3,4,98,2,1,7,,2,,,,2,,,,,,,6,1,98,,,4,,7,1,C,2,,,,2,,2,3,,7,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.8.2016 11:01:02,NBRB-173-2-40,TATO,LATO,11.7.2016,1,5,ukradli bazen,6,13,98,5,1,11,,1,bazen,3000,6,2,,,,,,,7,,,,,,,,,,2,,,,2,,2,2,,"2, 7",,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.8.2016 12:33:31,NBRB-178-1-23,MARO,LATO,11.7.2016,1,1,"dva polaci zastavili auto na ulici, vytahli na nej pistoli, potycka pres okno - padnul vystrel",7,3,98,5,1,7,,2,,,,2,,,,,,,2,1,1,2,,5,,1,1,polaci,1,13,1,1,1,,2,2,,2,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.8.2016 12:37:03,NBRB-178-1-23,MARO,LATO,11.7.2016,2,11,"prodaval auto za 140 tis., dostal jen 40 tis.",7,2,98,98,1,7,,1,100 tis. na prodeji auta,100000,7,2,,,,,,,1,1,1,1,,5,,27,98,,2,,,,2,,2,2,,"2, 9",,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.8.2016 13:10:35,SSO-A-1600-2-62,ALBR,LULU,5.7.2016,1,18,"Hlasili to na policii, 2 dni sa citila zle a ani o tom nechcela hovoriť",7,2,98,3,1,1,,2,,,,1,psychicky na dne,3,,2,3,,6,2,4,,,98,,30,,R,2,,,,2,,1,,,,,"zapsali hlaseni, stiznost, ceka se",1,,4,4,4,6,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.8.2016 13:21:41,NBRB-177-1-15,MARO,LATO,11.7.2016,1,4,"z kulny zmizelo kolo, stalo se to mockrat",7,2,98,6,1,12,,1,kolo,12000,7,2,,,,,,,7,,,,,,,,,,2,,,,2,,1,2,,,,"resi, v pohode",1,,1,3,3,2,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.8.2016 13:24:40,NBRB-177-1-15,MARO,LATO,11.7.2016,2,9,"slovni napadani, rasismus",4,1,6,3,1,7,,2,,,,2,,,,,,,1,1,1,1,,4,,1,98,,2,,,,1,rasismus,2,3,,2,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.8.2016 14:03:23,SSVA-166-2-69,JACI,LULU,6.7.2016,1,19,"vloupani na chalupu, poradne si nevsimli, co ukradli, rozbili dvere, okno, spalili drevo, vsude bylo dle respondentky ""podelano"" i kdyz maji kadibudku, vloupani zjistili po oznameni soudedu, ze se z komina kourilo, pachatele zrejme tri dny chatu obyvali",7,7,4,5,2,11,,1,"rozbite okno, dvere, spalili zasoby dreva - bylo to na silvestra",5000,5,2,,,,,,,7,,,,,,,,,,2,,,,2,,2,2,,7,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.8.2016 14:12:18,SSVA-171-2-37,JACI,LULU,6.7.2016,1,19,"rozbili plot, znicili dvera a okna",7,6,98,98,1,1,,1,"ukradli nejake veci ze sklepa, ale nic hodnotne",5000,2,2,,,,,,,99,,,,,,,,,,2,,,,2,,1,,,,,,1,,1,4,4,4,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.8.2016 14:38:31,SSVA-166-2-15,PEKU,LULU,6.7.2016,1,9,nadavky ve skole,3,9,98,98,2,8,,2,,,,2,,,,,,,1,1,1,1,,2,,31,1,???,2,,,,1,nadavky,2,2,,9,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.8.2016 13:05:16,NJAB-6-2-51,MAKA,MAKA,13.7.2016,1,4,ukradeni kola u obchodu,7,3,6,2,1,7,,2,,,,2,,,,,,,5,3,3,,,8,rodina,1,,C,2,,,,2,,2,2,nijak,2,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.8.2016 13:18:21,NNAD-1966-1-32,TENO,LATO,13.7.2016,1,4,"ukradli mu kolo pred hospodou, prisel na pachatele, vratili mu ho",1,2,98,98,1,14,,2,,,,2,,,,,,,1,1,1,1,,5,,27,1,C,2,,,,2,,2,,,2,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.8.2016 10:48:03,NJOB-193-2-19,ANMA,LATO,13.7.2016,1,9,"bitka, holka zacala nadavat do ciganu, pak ji vrazila a pak se to strhlo",2,98,98,3,2,7,,1,telefon,2000,4,2,,,,,,,1,2,,,,2,,1,98,,2,,,,1,"vzhled, nadavky",2,,,,,"nahlasila to ona, ja ne, pokuta 500",1,,4,1,2,4,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.8.2016 13:06:49,BVZAB-22-2-48,TEDV,BAME,12.6.2016,1,18,"Rozbil mi 4 okna, protoze byl opily a ja mu odmitla dat penize",5,5,98,1,1,1,,1,Rozbita okna,2000,6,2,,,,,,,1,1,1,1,,1,,24;99 - odmitla specifikovat pribuzneho,1,R,2,,,,2,,2,3,,"5;15 - je z rodiny, nemuze udat rodinu",,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.8.2016 13:24:48,BVZAB-22-2-48,TEDV,BAME,12.6.2016,2,21,"Kvuli penezum na alkohol mi vyhrozoval, ze me zbije a jednou mel v ruce i nuz.",5,3,98,3,1,1,,2,,,,2,,,,,,,1,1,1,1,,4,,24;99 - odmitla specifikovat pribuzneho,1,R,1,7,1,2,2,,2,3,,"5;15 - je z rodiny, nemohu si dovolit napraskat rodinu",,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.8.2016 14:18:56,BVZAA-9-1-21,ADKO,BAME,12.6.2016,1,1,"Opily muz, provokoval, doslo k potycce.",4,3,5,6,3,15,,2,,,,2,,,,,,,1,1,1,1,,3,,1,1,R,2,,,,2,,2,,,2,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.8.2016 14:23:21,BVZAA-9-1-21,ADKO,BAME,12.6.2016,2,19,Vloupali se jim do sklepa a odcizili ulozene veci hracky pro synovce a veci.,5,7,98,98,1,12,,1,"Ukradene hracky (pro postizene dite), kvetiny, policky",2000,2,2,,,,,,,7,,,,,,,,,,2,,,,2,,2,3,,7,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.8.2016 14:36:55,BVZAA-9-1-36,BAME,BAME,12.6.2016,1,6,"Ukradene zamky do auta, v Brne si k nim do auta sedli 2 cizi kluci a ukradli zamky.",7,3,3,3,2,7,,1,Zamky,700,7,2,,,,,,,2,1,1,2,,8,17 a 21,1,1,R,2,,,,2,,2,,,10,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.8.2016 14:39:30,BVZAA-9-1-36,BAME,BAME,12.6.2016,2,19,"Vlezl sem oknem, kdyz jsem nebyl doma a ukradl notebook.",7,7,6,3,1,1,,1,Notebook,3000,7,2,,,,,,,1,1,1,1,,3,,24;27 - nevlastni pribuzny,,,2,,,,2,,2,,,2,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.8.2016 14:42:23,BVZAA-9-1-36,BAME,BAME,12.6.2016,3,17,"Sikana v dome (ostatni cigani) kvuli tomu, ze jsem gay.",7,2,3,3,1,1,,2,,,,2,,,,,,,5,3,98,,,8,,29,,,2,,,,1,,2,3,,7,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.8.2016 14:42:35,NJOB-27-1-27,ANMA,LATO,13.7.2016,1,5,penize mi ukradli,7,5,98,3,1,1,,1,penize,4500,7,2,,,,,,,1,1,,,,3,,24,1,R,2,,,,2,vztek,2,2,teta - nelibilo se ji to,17,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.8.2016 14:45:23,NJOB-27-1-27,ANMA,LATO,13.7.2016,2,4,zmizelo mi kolo,7,3,1,6,1,1,,2,kolo,2000,7,2,,,,,,,7,,,,,,,,,,2,,,,2,,2,2,,99 - chybi,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.8.2016 14:49:16,NJOB-27-1-27,ANMA,LATO,13.7.2016,3,16,v Kauflandu - menili podminky po zmene vedeni,7,4,1,1,2,9,,2,,,,1,psychika,1,,7,2,7,1,2,,,,5,,37,,,2,,,,1,,2,1,"terenaci - at zavola na hlavni - tam se mu omluvili, ale on uz nechtel zpet",,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.8.2016 15:20:04,NNAA-502-2-18,MARO,LATO,12.7.2016,1,13,"tata od mala - psychicke nasili, domaci nasili",3,98,98,98,1,1,,2,,,,2,,,,,,,1,1,,,,6,,4,1,R,2,,,,2,,2,3,,"3, 4, 5, 11",,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.8.2016 15:38:22,NNAA-503-2-55,TATO,LATO,12.7.2016,1,5,kradez penezenky,7,3,98,3,1,17,,1,penezenka,2000,7,2,,,,,,,1,98,,,,98,,1,98,,2,,,,2,,1,,,,,,2,nevi,3,4,4,7,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.8.2016 16:02:44,NNAA-364-2-43,TATO,LATO,12.7.2016,1,21,"jela s ditetem v autobuse, nejaky gadzo ji vyhrozoval, ze ji zmlati",7,2,98,3,1,13,,2,,,,2,,,,,,,1,1,,,,6,,1,,C,2,,,,1,rasisticke nadavky,2,2,,7,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.8.2016 16:11:03,NNAB-35-2-41,ADKO,LATO,12.7.2016,1,21,"probehla hadka, pani bylo vyhrozovano nasilim",7,14,98,3,1,7,,2,,,,2,,,,,,,1,2,,,,5,,1,1,R,2,,,,2,,2,2,,7,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.8.2016 16:38:52,NNAA-534-2-17,ADLA,LATO,12.7.2016,1,14,"sla na nadrazi, sel za nimi muz, pokrikoval at stoji, ona se rozbehla, on za ni a kricel na ni sexualni narazky",3,10,6,5,1,6,,2,,,,2,,,,,,,1,1,,,,5,,1,1,C,2,,,,2,,2,2,,7,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.8.2016 20:13:16,CHHRD-116-2-38,BAME,PEKU,24.5.2016,1,5,"U obchodu jsem zaparkovala kocarek, a nez jsem se vratila, tak mi nekdo z kapsicky vzal mobilni telefon",7,9,98,2,1,7,,1,mobilni telefon,3000,7,2,,,,,,,7,,,,,,,,,,2,,,,2,,1,,,,,"Sepsali, ale nevyresili",1,,4,3,3,2,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.8.2016 21:03:17,UUBA-2060-1-17,KATV,KATV,14.6.2016,1,11,Hacknute PC - na herni platforme Steam mu pote byly zcizeny herni predmety a herni mena.,3,7,98,4,1,1,,1,Herni predmety,500,3,2,,,,,,,7,,,,,,,,,,2,,,,2,,2,2,"Zkousel to resit pres Steam - zkouseli to vyresit, nevedeli jak",2,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.8.2016 21:27:08,UUBA-2060-1-17,KATV,KATV,14.6.2016,2,9,"Stal venku s kamaradem a kolem sli dva opili muzi a kriceli, ze jsou mladi fracci.",3,2,5,5,1,7,,2,,,,2,,,,,,,2,1,1,2,,4,,,1,C,2,,,,2,,2,3,,2,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.8.2016 21:39:49,UUBA-2060-1-59,KATV,KATV,14.6.2016,1,1,"Venku napadem kamaradem u piva, pry doslo k nedorozumeni, omluvil se kamarad.",2,3,1,5,1,10,,2,,,,1,Modriny pod okem.,3,Nestalo to za to.,4,3,1,1,1,1,1,,6,,25,1,C,2,,,,2,,2,3,,2;5,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.8.2016 22:12:45,UUBA-2060-2-50,PEKU,KATV,14.6.2016,1,20,"Vyhrozovala ji pani, ktere pujcila penize.",7,5,98,98,1,6,,2,,,,2,,,,,,,1,2,2,,1,5,,30,1,R,2,,,,2,,2,2,,5;7,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.8.2016 22:16:43,UUBA-2060-2-50,PEKU,KATV,14.6.2016,2,11,"Pujcila penize zname, co ji zna od detstvi. Ona k tomu vyhrozuje.",7,5,98,98,1,6,,1,Penize,10000,7,2,,,,,,,1,2,2,,1,5,,39,1,R,2,,,,2,,2,2,Nic,7,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.8.2016 22:21:01,UUBA-2060-2-50,PEKU,KATV,14.6.2016,3,13,Pred domem porvavala cikanka do kurev a do devek.,5,6,98,98,1,6,,2,,,,2,,,,,,,1,2,2,,1,5,,30,1,R,2,,,,2,,2,2,Nikdo nic nedelal,2;5,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.8.2016 22:55:03,UUBA-2060-1-60,PEKU,KATV,14.6.2016,1,20,"Soused mu neco v opilosti vycital a pak po nem rval, ze ho zbije.",5,4,5,3,1,6,,2,,,,2,,,,,,,1,1,1,1,,6,,29,1,R,2,,,,2,,2,3,,5,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.8.2016 11:52:36,CHHRA-173-2-55,ALBR,PEKU,24.5.2016,1,9,"Starousedlici stredniho veku nadavaji ve meste - pokazde kdyz jde nakoupit etc., krici: ""Bezte do prace, tady nemate co delat. Bezte odkad jste prisli!""",7,3,1,2,1,6,,2,,,,2,,,,,,,3,1,1,3,,5,,1,1,C,2,,,,1,nadavky viz popis v A.2.,2,2,,"2, 15","Protoze nemaji radi Romy, nevsimam si to",,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.8.2016 15:14:49,CHHRA-173-2-40,ALBR,PEKU,24.5.2016,1,20,"Ve skole ost.deti, ze prijdou do skoly a ublizi synovi, vznikl konflikt s rodici deti",7,11,98,98,1,8,,2,,,,1,psychicka ujma,,,,,,1,2,2,,1,4,,41 - rodic spoluzaka,,,2,,,,1,nadavala do cikanu,2,1,"Ucitelka vstricna, uklidnila zaka i rodice","7, 15",S rasismem by nic neudelali,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.8.2016 15:27:54,TUPB-X-2-43,ADLA,LATO,13.7.2016,1,21,"sousedi byli napojeni na elektrinu sousedky, neplatili ji, odpojila je - vyhrozovali ji zabitim, kopali do dveri",7,3,98,4,1,1,,2,,,,1,"uzkosti, nizky tlak",3,volali ji sami,2,3,5,2,3,"1, 2",1,1,8,3;5,"29, 30",,chybi,2,,,,1,"nadavky, ""zasrana gadza""",1,,,,,"prijeli, rekli ji at se zamkne a odjeli",2,"nebyla zadna bitka, neprislo jim to dulezity",3,1,3,6,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.8.2016 15:34:45,TUPB-X-2-43,ADLA,LATO,13.7.2016,2,20,"respondentce vyhrozovali, protoze do lokality prijela policie a mysleli, ze ji zavolala ona",6,1,7,2,1,1,,2,,,,2,,,,,,,1,1,,,,3,29,29,1,R,2,,,,2,,2,3,,3,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.8.2016 16:47:51,TUPC-406-1-61,TATO,LATO,13.7.2016,1,4,odcizeni stareho jizdniho kola od baraku,2,1,5,3,1,7,,2,stare kolo,300,2,2,,,,,,,7,,,,,,,,,,2,,,,2,,2,2,,2,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.8.2016 16:50:20,UUBA-2060-2-53,VAWA,ONPL,14.6.2016,1,9,"Kvuli zdravotnim hulkam (zdravotni postizeni) ji soused pravidelne napada, rika ji: At nesimuluje, at je vyhodi apod. ",4,2,98,2,1,12,,2,,,,2,,,,,,,1,1,1,1,,7,,29,1,R,2,,,,2,,2,2,,2;4,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.8.2016 17:09:10,CHHRA-173-2-40,ALBR,PEKU,24.5.2016,2,1,"Hadka na chodniku, pachatelka (znama) do respondentky strcila i se synem, do silnice (hadka byla kvuli detem)",6,15,98,1,1,7,,2,,,,2,,,,,,,1,2,2,,1,5,,28,,,2,,,,1,neuvedla,2,2,,15,Vrati se ji to,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.8.2016 17:14:43,CHHRA-173-2-40,ALBR,PEKU,24.5.2016,3,21,"Znami v Tynci nabizeli travu, ale nevzala si + pernik. Nevi, proc si ji vybiraji.",7,10,98,98,1,7,,2,,,,2,,,,,,,1,1,1,1,,3,,1,,C,2,,,,1,nevi presne,2,2,,10,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.8.2016 17:18:11,UUBA-2060-1-38,VAWA,ONPL,14.6.2016,1,5,"Na laicce pred obchodem si sedl, mel batoh s nakupem. Sel si koupit cigarety a jak si daval batoh, tak mu vypadla penezenka a nikdo mu ji nevratil.",1,98,98,3,1,6,Pred obchodem,1,"Ztracene penize, penezenka byla zadarmo",300,1,2,,,,,,,7,,,,,,,,,,2,,,,2,,2,2,,2,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.8.2016 17:23:36,CHHRA-173-2-40,ALBR,PEKU,24.5.2016,4,14,"Cizi lidi kriceli na respondentku ""ty ciganko, ja te ***"", hoci sla s detmi",6,8,98,2,2,7,,2,,,,2,,,,,,,1,1,1,1,,4,,1,1,C,2,,,,1,nadavky,2,2,,15,Radsi by se pomstila,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.8.2016 17:32:08,CHHRA-173-2-40,ALBR,PEKU,24.5.2016,5,9,"Cizi kriceli na respondentku ""ty ciganko, ja te ***, hoci sla s detmi""",6,8,98,2,2,7,,2,,,,2,,,,,,,1,1,1,1,,4,,1,1,C,2,,,,1,nadavky,2,2,,15,"""radsi bych se pomstila sama""",,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.8.2016 18:19:46,UKUA-1499-1-15,ONPL,ONPL,13.6.2016,1,5,Doslo k ukradeni mobilu,7,2,4,3,2,8,,1,Mobil - Lenovo A536,3500,4,2,,,,,,,1,2,2,,1,1,,28,1,C,2,,,,2,,2,1,"Ucitelka - vyresila to, mobil nalezen",,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.8.2016 18:22:00,UKUA-1499-1-15,ONPL,ONPL,13.6.2016,2,21,Nabizeli respondentovi travu,3,3,6,3,1,21,internet,2,,,,2,,,,,,,1,1,1,1,,2,,27,,,2,,,,2,,2,3,,2,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.8.2016 18:33:39,UKUA-1498-2-33,ONPL,ONPL,13.6.2016,1,4,Nezamcene kolo bylo odcizeno - bylo oprene o zed.,7,4,98,98,1,6,,1,Kolo,500,7,2,,,,,,,7,,,,,,,,,,2,,,,2,,2,3,,2,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.8.2016 20:34:54,UKUA-1498-1-60,BAME,ONPL,13.6.2016,1,18,Deti mi polamaly rajcata a znicily mi zahony.,7,3,98,5,1,11,,1,Ponicene zahonky,1000,7,2,,,,,,,5,3,98,,,1,,29;30,,,2,,,,2,,2,,,2,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.8.2016 20:47:06,UKUA-1377-1-46,BAME,ONPL,13.6.2016,1,5,"Spolubydlici mi ukradl kolo a set top box, kdyz jsem byl na pobytu.",7,4,98,3,1,1,,1,Set top box a kolo,500,1,2,,,,,,,1,1,1,1,,3,,35,,,2,,,,2,,2,,,2,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.8.2016 21:40:50,KHUA-125-1-49,AMAN,ONPL,14.6.2016,1,9,"Opily pan zacal rodine nadavat - odesli, protoze nema cenu to resit.",4,3,5,4,1,10,,2,,,,2,,,,,,,1,1,1,1,,6,,1,1,Bily,2,,2,2,1,,2,2,,7,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.8.2016 22:52:58,OHNA-330-1-34,ONPL,ONPL,10.5.2016,1,7,"Prijeli na ubytovnu, nabizeli pujcku od banky.",1,3,98,3,1,6,,2,,,,2,,,,,,,2,1,1,2,,4,,1,1,C,2,,,,2,,2,2,,2,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.8.2016 22:55:45,OHNA-330-1-34,ONPL,ONPL,10.5.2016,2,9,"V Albertu v Olomouci jim (i manzelce) zacal jeden clovek nadavat a rikat, ze by je poslal do plynu.",7,4,3,3,2,17,,2,,,,2,,,,,,,1,1,1,1,,5,,27,,,2,,,,1,Typ nadavky,2,2,,6,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.8.2016 14:21:51,UOJKT-1093-2-28,ONDV,PEKU,27.5.2016,1,14,"Vracela se ze skoly, snazil se ji zatahnout do krovi a znasilnit.",7,9,98,3,1,13,,2,,,,2,,,,,,,1,1,1,1,,4,,1,1,C,2,,,,2,,1,,,,,"Policie prohlasila, ze pachatel je nesvepravny/nemocny.",1,,3,1,3,1,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.8.2016 14:44:20,UOJKT-1093-2-53,ONDV,PEKU,27.5.2016,1,19,"Na pude byla vrazena kladka, jednoho dne kladka rozbita, na pude bordel, ukradene veci, policie sepsala.",6,10,98,5,1,12,,1,"Veci osobni, brusle, sane",10000,6,2,,,,,,,7,,,,,,,,,,2,,,,2,,1,,,,,Sepsali hlaseni,1,,4,3,4,1,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.8.2016 17:53:19,UVYC-856-1-36,JACI,PEKU,25.5.2016,1,18,"Poskrabane auto, vypustene gumy",3,7,98,1,3,1,,1,"poskozene auto, vypustene gumy",5000,3,2,,,,,,,3,1,1,3,,8,2x4;6,27,1,R,2,,,,2,,1,,,,,zacali to resit,1,,2,1,3,1,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.8.2016 22:17:47,UOUOJKT-1093-1-30,ONDV,PEKU,27.5.2016,1,22,"Sedi, piji kavu, nabizeji travu",1,98,98,98,1,6,,2,,,,2,,,,,,,5,1,3,,,3,,25,1,"C, R",2,,,,2,,2,3,,2,,,,,,,,,,SVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
